filepath,caption
dataset/SMALL_images/train/COCO_train2014_000000203599.jpg,A man in a uniform about to catch a lacrosse ball.
dataset/SMALL_images/train/COCO_train2014_000000095622.jpg,A couple of men standing on the outside of a small blue and white plane.
dataset/SMALL_images/train/COCO_train2014_000000434161.jpg,A male baseball player is at bat at a baseball game
dataset/SMALL_images/train/COCO_train2014_000000149712.jpg,A freshly baked vegetable pizza on a cooling rack
dataset/SMALL_images/train/COCO_train2014_000000195081.jpg,A group of giraffes walking along a fence.
dataset/SMALL_images/train/COCO_train2014_000000500688.jpg,Looking at a train that has a lot of grafatti on it.
dataset/SMALL_images/train/COCO_train2014_000000220850.jpg,A group of people are at a long dining table.
dataset/SMALL_images/train/COCO_train2014_000000408802.jpg,A clock tower that looks rather plain is streaked with the image of power lines.
dataset/SMALL_images/train/COCO_train2014_000000481515.jpg,A couple of oranges that look like monster going to eat some banana's.
dataset/SMALL_images/train/COCO_train2014_000000492151.jpg,A very small kitchen separated from the next room by a shelf
dataset/SMALL_images/train/COCO_train2014_000000488927.jpg,The person is about to eat a hotdog
dataset/SMALL_images/train/COCO_train2014_000000513449.jpg,Two people that are sitting around a hotdog.
dataset/SMALL_images/train/COCO_train2014_000000041079.jpg,A large group of people on a grassy hill flying kites in the sky.
dataset/SMALL_images/train/COCO_train2014_000000202861.jpg,A person sitting at a table with two pizzas and cups.
dataset/SMALL_images/train/COCO_train2014_000000042680.jpg,women in a kitchen cooking with uniforms in side
dataset/SMALL_images/train/COCO_train2014_000000346314.jpg,A baseball player in a green uniform getting ready to hit a baseball.
dataset/SMALL_images/train/COCO_train2014_000000247921.jpg,A keyboard and mouse that appears to be hooked up to an external usb device.
dataset/SMALL_images/train/COCO_train2014_000000054749.jpg,This is a protest with asian writing on posterboard and protesting.
dataset/SMALL_images/train/COCO_train2014_000000218539.jpg,An adorable little girl holding her hand up to her face.
dataset/SMALL_images/train/COCO_train2014_000000465559.jpg,An adult bear and three babies cross a road
dataset/SMALL_images/train/COCO_train2014_000000082813.jpg,Only half of the red cupcake is left.
dataset/SMALL_images/train/COCO_train2014_000000558486.jpg,A very pretty and shiny clock on the wall.
dataset/SMALL_images/train/COCO_train2014_000000135589.jpg,Two men in suits stand in a trian
dataset/SMALL_images/train/COCO_train2014_000000258832.jpg,A man who is taking a piece of pizza.
dataset/SMALL_images/train/COCO_train2014_000000364994.jpg,A man looking at the cameral while holding his food and his dog watches.
dataset/SMALL_images/train/COCO_train2014_000000531309.jpg,A bunch of airplanes parked at the airport
dataset/SMALL_images/train/COCO_train2014_000000296739.jpg,a refrigerator in a room with a couch
dataset/SMALL_images/train/COCO_train2014_000000380905.jpg,A grey cat is laying on a filled suitcase.
dataset/SMALL_images/train/COCO_train2014_000000458925.jpg,A little boy on a skateboard wearing a helmet.
dataset/SMALL_images/train/COCO_train2014_000000261003.jpg,a car that is next to a big truck full of bananas
dataset/SMALL_images/train/COCO_train2014_000000012983.jpg,A living room with an older model flat screen TV surrounded by furniture.
dataset/SMALL_images/train/COCO_train2014_000000094155.jpg,A baseball player is sliding head first to base.
dataset/SMALL_images/train/COCO_train2014_000000453167.jpg,A WOMAN IS STANDING IN A RED CHAIR
dataset/SMALL_images/train/COCO_train2014_000000057689.jpg,there are two zebras standing close to each other
dataset/SMALL_images/train/COCO_train2014_000000169322.jpg,A meal of meat and vegetables is laid out on a table on the beach
dataset/SMALL_images/train/COCO_train2014_000000211810.jpg,A cow standing next to a statue in a park.
dataset/SMALL_images/train/COCO_train2014_000000134819.jpg,A man cutting a cake celebrating his 50th birthday.
dataset/SMALL_images/train/COCO_train2014_000000254242.jpg,A fighter jet is on display outside a building.
dataset/SMALL_images/train/COCO_train2014_000000523199.jpg,Cars and pedestrians on a city street next to an apartment building.
dataset/SMALL_images/train/COCO_train2014_000000020221.jpg,The thing in the photo has all the earmarks of being interesting.
dataset/SMALL_images/train/COCO_train2014_000000366085.jpg,The batteries have been taken out of a video game remote.
dataset/SMALL_images/train/COCO_train2014_000000312205.jpg,Zebras are standing in a green grass field.
dataset/SMALL_images/train/COCO_train2014_000000343341.jpg,"A  man, woman and boy looking at something on some paper."
dataset/SMALL_images/train/COCO_train2014_000000364159.jpg,"a piece of bread covered with cheese, meat, and other ingredients"
dataset/SMALL_images/train/COCO_train2014_000000122583.jpg,This blue and yellow transit bus provides information about the service it self rather than advertisements.
dataset/SMALL_images/train/COCO_train2014_000000142958.jpg,A bedroom with a white desk and white futon
dataset/SMALL_images/train/COCO_train2014_000000349744.jpg,A woman taking a swing at a tennis ball
dataset/SMALL_images/train/COCO_train2014_000000455808.jpg,Urban city road intersection on rainy day near hill.
dataset/SMALL_images/train/COCO_train2014_000000142757.jpg,"A zebra grazing outside with dirt, grass and shrubs."
dataset/SMALL_images/train/COCO_train2014_000000468428.jpg,A woman at the beach while holding a surfboard
dataset/SMALL_images/train/COCO_train2014_000000004377.jpg,Two guys and a girl playing croquet in the yard.
dataset/SMALL_images/train/COCO_train2014_000000457904.jpg,A crowd strolls past a larch white Mercedes vehicle.
dataset/SMALL_images/train/COCO_train2014_000000114879.jpg,A man sitting in a chair beside the ocean.
dataset/SMALL_images/train/COCO_train2014_000000519899.jpg,two ducks swimming and a paddle boat with two people
dataset/SMALL_images/train/COCO_train2014_000000356369.jpg,a zebra standing next to a plant with bright green leaves on it
dataset/SMALL_images/train/COCO_train2014_000000390125.jpg,Two women in a room with a table and plants.
dataset/SMALL_images/train/COCO_train2014_000000167375.jpg,A man and a woman posing with tennis rackets.
dataset/SMALL_images/train/COCO_train2014_000000240448.jpg,a man surfing on a huge wave in the ocean
dataset/SMALL_images/train/COCO_train2014_000000568286.jpg,A kite flying high up in the air.
dataset/SMALL_images/train/COCO_train2014_000000403535.jpg,Two elephants are pushing their trunks together in the grass.
dataset/SMALL_images/train/COCO_train2014_000000326832.jpg,The one that is knelling in the catcher.
dataset/SMALL_images/train/COCO_train2014_000000568454.jpg,A person wearing a helmet and performing a stunt on a skateboard.
dataset/SMALL_images/train/COCO_train2014_000000557568.jpg,A player is warming up at a baseball game.
dataset/SMALL_images/train/COCO_train2014_000000329242.jpg,A young boy who is brushing his teeth.
dataset/SMALL_images/train/COCO_train2014_000000306447.jpg,A train pulling into a train station next to train tracks.
dataset/SMALL_images/train/COCO_train2014_000000550306.jpg,an  dark object lying in a snow covered snow bank.
dataset/SMALL_images/train/COCO_train2014_000000229530.jpg,A man standing in front of a table with crates of vegetables.
dataset/SMALL_images/train/COCO_train2014_000000244088.jpg,Many people walking down a small city street by the water.
dataset/SMALL_images/train/COCO_train2014_000000324754.jpg,A double Decker bus makes a turn out of the bus loop
dataset/SMALL_images/train/COCO_train2014_000000119488.jpg,A cat laying on a couch in a room.
dataset/SMALL_images/train/COCO_train2014_000000449847.jpg,Guy sits in traffic on a motorcycle behind a car
dataset/SMALL_images/train/COCO_train2014_000000101750.jpg,The people on the street are walking past the parking meter.
dataset/SMALL_images/train/COCO_train2014_000000075362.jpg,A large box full of some assorted pastries
dataset/SMALL_images/train/COCO_train2014_000000139994.jpg,A small child sits at a table with food and drink admiring a flower arrangement.
dataset/SMALL_images/train/COCO_train2014_000000330878.jpg,old brick building with green grass and a tree.
dataset/SMALL_images/train/COCO_train2014_000000029575.jpg,this is a blue and white bed with pillows
dataset/SMALL_images/train/COCO_train2014_000000538843.jpg,A white and black cat sitting under an umbrella.
dataset/SMALL_images/train/COCO_train2014_000000539767.jpg,A view of a parked motorcycle from behind.
dataset/SMALL_images/train/COCO_train2014_000000332448.jpg,Some flowers are in water in a glass vase.
dataset/SMALL_images/train/COCO_train2014_000000057361.jpg,People  moving about the city for several blocks
dataset/SMALL_images/train/COCO_train2014_000000394598.jpg,"There is a couch, bench, and entertainment shelf shown in the living room."
dataset/SMALL_images/train/COCO_train2014_000000078468.jpg,a truck pulling a large pallet behind it
dataset/SMALL_images/train/COCO_train2014_000000271464.jpg,a black double decker bus traveling around the curve of a street
dataset/SMALL_images/train/COCO_train2014_000000191042.jpg,Several different trains are either moving or stopped on the tracks.
dataset/SMALL_images/train/COCO_train2014_000000024020.jpg,The airplane is about ready to take off of the runway.
dataset/SMALL_images/train/COCO_train2014_000000371997.jpg,a bath room with a toilet a sink and a bath tub
dataset/SMALL_images/train/COCO_train2014_000000488303.jpg,"a kitchen with a microwave, stove and countertop with spoons and containers"
dataset/SMALL_images/train/COCO_train2014_000000204085.jpg,a train on an elevated track over a body of water
dataset/SMALL_images/train/COCO_train2014_000000207424.jpg,a toasted sandwich filled with some meat and cheese
dataset/SMALL_images/train/COCO_train2014_000000355398.jpg,A tennis player serving the ball to the other side
dataset/SMALL_images/train/COCO_train2014_000000452854.jpg,There is a clowcl tower on an old historic building
dataset/SMALL_images/train/COCO_train2014_000000208521.jpg,A giraffe is standing in a grassy field
dataset/SMALL_images/train/COCO_train2014_000000435458.jpg,A mixture of fruits and vetegables had been cut up on the cutting board.
dataset/SMALL_images/train/COCO_train2014_000000489442.jpg,a large zebra standing out in a grassy field
dataset/SMALL_images/train/COCO_train2014_000000025385.jpg,A man talks on a cell phone while sitting in a car.
dataset/SMALL_images/train/COCO_train2014_000000417261.jpg,"Angled picture of folks on the beach, some with surfboards"
dataset/SMALL_images/train/COCO_train2014_000000543805.jpg,A railroad train traveling down a railroad track
dataset/SMALL_images/train/COCO_train2014_000000430061.jpg,a woman in a black dress is playing tennis
dataset/SMALL_images/train/COCO_train2014_000000484332.jpg,An oven sits in a kitchen beneath hanging spatulas.
dataset/SMALL_images/train/COCO_train2014_000000220799.jpg,Young woman petting pony near log on wheels.
dataset/SMALL_images/train/COCO_train2014_000000387901.jpg,The group of people are walking up the snow trail.
dataset/SMALL_images/train/COCO_train2014_000000137483.jpg,A bunch of animals on a lake in a park.
dataset/SMALL_images/train/COCO_train2014_000000478078.jpg,this is a fire hydrant sitting in the snow
dataset/SMALL_images/train/COCO_train2014_000000139889.jpg,a pair of giraffes are standing by logs and stones
dataset/SMALL_images/train/COCO_train2014_000000422969.jpg,Two young girls laying on a floor watching tv
dataset/SMALL_images/train/COCO_train2014_000000464650.jpg,A woman making something to eat in the kitchen.
dataset/SMALL_images/train/COCO_train2014_000000373024.jpg,A woman sitting down on a porch while holding a black cat.
dataset/SMALL_images/train/COCO_train2014_000000139124.jpg,A old clock and sculptures of people in blue outfits.
dataset/SMALL_images/train/COCO_train2014_000000167741.jpg,Three boxes holding pizzas sit open on a counter in a kitchen.
dataset/SMALL_images/train/COCO_train2014_000000096475.jpg,Someone is paying for a plate with a pastry while the counter is lined with many other pastries.
dataset/SMALL_images/train/COCO_train2014_000000516168.jpg,A man is standing behind a bar with glases
dataset/SMALL_images/train/COCO_train2014_000000067443.jpg,A dog jumping to catch a frisbee on a public lawn.
dataset/SMALL_images/train/COCO_train2014_000000580166.jpg,White train coming down the tracks near a road.
dataset/SMALL_images/train/COCO_train2014_000000176032.jpg,A woman looking at a group of giraffes.
dataset/SMALL_images/train/COCO_train2014_000000416535.jpg,Side by side photos of a woman playing tennis.
dataset/SMALL_images/train/COCO_train2014_000000142269.jpg,A man and woman in the stands having a snack.
dataset/SMALL_images/train/COCO_train2014_000000323491.jpg,A man in a pitching pose on a baseball mound.
dataset/SMALL_images/train/COCO_train2014_000000030820.jpg,"A sink, wall hanging and mirror in the room"
dataset/SMALL_images/train/COCO_train2014_000000191561.jpg,One person helps another cut a doughnut among an assortment of doughnuts.
dataset/SMALL_images/train/COCO_train2014_000000019899.jpg,Street  signs with transport information in the streets of London on a sunny day.
dataset/SMALL_images/train/COCO_train2014_000000164569.jpg,A group of planes that are flying in the sky.
dataset/SMALL_images/train/COCO_train2014_000000471554.jpg,The lower half of a skate boarder carrying his skateboard.
dataset/SMALL_images/train/COCO_train2014_000000563250.jpg,A small private plane is sitting on the tarmac.
dataset/SMALL_images/train/COCO_train2014_000000499371.jpg,A couple of people on some skis in the snow.
dataset/SMALL_images/train/COCO_train2014_000000219411.jpg,"Many electronics, wires, parts, and phones are arranged on a bed."
dataset/SMALL_images/train/COCO_train2014_000000363602.jpg,A very uo close and personal look at a sugar glazed donut.
dataset/SMALL_images/train/COCO_train2014_000000473641.jpg,A man skiing on a snowboard on a hill.
dataset/SMALL_images/train/COCO_train2014_000000353835.jpg,a young person riding a surf board in water
dataset/SMALL_images/train/COCO_train2014_000000058106.jpg,Two gray elephants standing next to each other in front of a stone wall.
dataset/SMALL_images/train/COCO_train2014_000000159768.jpg,Two girls sitting next to each other at a table eating.
dataset/SMALL_images/train/COCO_train2014_000000527863.jpg,"A plate of food with potatoes, broccoli and an egg."
dataset/SMALL_images/train/COCO_train2014_000000186500.jpg,a room that has a large bed in it
dataset/SMALL_images/train/COCO_train2014_000000454399.jpg,A man is holding a baseball bat and swinging it.
dataset/SMALL_images/train/COCO_train2014_000000244812.jpg,A surfer standing on a surfboard in the ocean.
dataset/SMALL_images/train/COCO_train2014_000000082202.jpg,A zebra grazing and standing on the grass.
dataset/SMALL_images/train/COCO_train2014_000000251511.jpg,A surfer is falling off of his surfboard
dataset/SMALL_images/train/COCO_train2014_000000443592.jpg,Two young men riding skateboards down a sidewalk.
dataset/SMALL_images/train/COCO_train2014_000000174167.jpg,A street at night with buildings across the street with large windows.
dataset/SMALL_images/train/COCO_train2014_000000281442.jpg,A digital photo of a little girl walking with a teddy bear.
dataset/SMALL_images/train/COCO_train2014_000000125978.jpg,THERE IS A MAN THAT IS ON A SKATE BOARD
dataset/SMALL_images/train/COCO_train2014_000000414001.jpg,Someone riding a skate board as a young lady watches.
dataset/SMALL_images/train/COCO_train2014_000000049123.jpg,The old man is pushing his boat out to the lake.
dataset/SMALL_images/train/COCO_train2014_000000576526.jpg,A woman and child sitting at a table in a restaurant.
dataset/SMALL_images/train/COCO_train2014_000000292346.jpg,A series of street signs posted on a brick wall.
dataset/SMALL_images/train/COCO_train2014_000000450996.jpg,A person with a para sail on the beach.
dataset/SMALL_images/train/COCO_train2014_000000271395.jpg,two highway patrol cars driving by a blue semi
dataset/SMALL_images/train/COCO_train2014_000000358405.jpg,two people standing around a wooden keg tasting wine
dataset/SMALL_images/train/COCO_train2014_000000084314.jpg,A display case in a store filled with lots of efferent foods.
dataset/SMALL_images/train/COCO_train2014_000000527584.jpg,A group of people on snow skis racing each other.
dataset/SMALL_images/train/COCO_train2014_000000134072.jpg,some bananas and grapes designed to look like dolphins jumping from the water
dataset/SMALL_images/train/COCO_train2014_000000170999.jpg,A phone is shown propped up on a rock.
dataset/SMALL_images/train/COCO_train2014_000000194638.jpg,a train with some people and an umbrella sitting next to it
dataset/SMALL_images/train/COCO_train2014_000000025283.jpg,A stop sign on the corner of an empty street.
dataset/SMALL_images/train/COCO_train2014_000000278858.jpg,The setting sun is caught in a skateboarding trick attempt.
dataset/SMALL_images/train/COCO_train2014_000000098439.jpg,"A pile of various items that includes cosmetics, gloves and a book."
dataset/SMALL_images/train/COCO_train2014_000000365879.jpg,A desk topped with lots of office clutter.
dataset/SMALL_images/train/COCO_train2014_000000209746.jpg,A close shot of a STOP sign over the cloudy sky.
dataset/SMALL_images/train/COCO_train2014_000000562389.jpg,The adult giraffe stands near trees on a clear day.
dataset/SMALL_images/train/COCO_train2014_000000534464.jpg,A passenger train sits on the railroad tracks.
dataset/SMALL_images/train/COCO_train2014_000000020849.jpg,Group of boys in suits gathered with an audience
dataset/SMALL_images/train/COCO_train2014_000000291687.jpg,Small elephant by itself in very green forest looking straight ahead.
dataset/SMALL_images/train/COCO_train2014_000000356959.jpg,"A person doing a jumping trick on a skateboard, and the skateboard is upside down."
dataset/SMALL_images/train/COCO_train2014_000000452205.jpg,A woman and dog riding in a white car.
dataset/SMALL_images/train/COCO_train2014_000000473922.jpg,A line of public buses parked in parking spaces.
dataset/SMALL_images/train/COCO_train2014_000000548662.jpg,Many cars and two buses driving down a road.
dataset/SMALL_images/train/COCO_train2014_000000360332.jpg,a person is sitting in front of a market
dataset/SMALL_images/train/COCO_train2014_000000079217.jpg,A man on water skis is making a splash.
dataset/SMALL_images/train/COCO_train2014_000000365116.jpg,A white refrigerator sitting in a kitchen next to a counter.
dataset/SMALL_images/train/COCO_train2014_000000574599.jpg,A lot of animals that are outside in the dirt.
dataset/SMALL_images/train/COCO_train2014_000000015269.jpg,A tennis player close to the net during a professional game
dataset/SMALL_images/train/COCO_train2014_000000196888.jpg,A small grey bird eating food from paper plates on a picnic table.
dataset/SMALL_images/train/COCO_train2014_000000372789.jpg,A white western toilet with no seat cover.
dataset/SMALL_images/train/COCO_train2014_000000353091.jpg,People are riding horses through a parking lot.
dataset/SMALL_images/train/COCO_train2014_000000189660.jpg,A herd of zebra in a grass field.
dataset/SMALL_images/train/COCO_train2014_000000379136.jpg,A tall elephant standing in front of a baby in a blue shirt.
dataset/SMALL_images/train/COCO_train2014_000000113594.jpg,Guy jumps off the porch on his skateboard
dataset/SMALL_images/train/COCO_train2014_000000364602.jpg,Little girl holding a heavy stick with bananas attached to it.
dataset/SMALL_images/train/COCO_train2014_000000136265.jpg,The zebra is looking directly into the camera.
dataset/SMALL_images/train/COCO_train2014_000000305450.jpg,A bicycle sits outside a building's yellow door.
dataset/SMALL_images/train/COCO_train2014_000000045270.jpg,A yellow and black street sing on a sidewalk.
dataset/SMALL_images/train/COCO_train2014_000000061843.jpg,A few people are doing something at this point that is darting.
dataset/SMALL_images/train/COCO_train2014_000000156455.jpg,A huge red plant hangs upside down near large trees.
dataset/SMALL_images/train/COCO_train2014_000000524314.jpg,A very big man sitting on the curb with stuffed animals.
dataset/SMALL_images/train/COCO_train2014_000000369529.jpg,A boy in black shirt and shorts playing a game of tennis.
dataset/SMALL_images/train/COCO_train2014_000000023315.jpg,A small child looks a a plate of pizza.
dataset/SMALL_images/train/COCO_train2014_000000036473.jpg,Black and white photograph of a boy riding a skateboard.
dataset/SMALL_images/train/COCO_train2014_000000504980.jpg,Some plates of desert and a cup of drink on a table.
dataset/SMALL_images/train/COCO_train2014_000000566301.jpg,A PLATE WITH A LOT OF FOOD IS ON IT
dataset/SMALL_images/train/COCO_train2014_000000059267.jpg,"A woman asleep in bed, with her dog lying next to her."
dataset/SMALL_images/train/COCO_train2014_000000266968.jpg,A person on a skateboard that has 4 huge sized wheels.
dataset/SMALL_images/train/COCO_train2014_000000215023.jpg,Three men in a kitchen preparing food.
dataset/SMALL_images/train/COCO_train2014_000000494240.jpg,A group of elephants standing by the water with birds standing in the water
dataset/SMALL_images/train/COCO_train2014_000000445774.jpg,A small dog is dressed in green for the holiday.
dataset/SMALL_images/train/COCO_train2014_000000481147.jpg,A man on a bicycle rides past a clock on the beach.
dataset/SMALL_images/train/COCO_train2014_000000217978.jpg,Two dogs stand in a green backyard area.
dataset/SMALL_images/train/COCO_train2014_000000489983.jpg,a large crowd of people watching a bullfight
dataset/SMALL_images/train/COCO_train2014_000000459190.jpg,a number of different doughnuts on a table
dataset/SMALL_images/train/COCO_train2014_000000149949.jpg,Red vase with red white and pink flowers out of it.
dataset/SMALL_images/train/COCO_train2014_000000200312.jpg,A woman wearing medieval clothing with a cell phone attached to her belt.
dataset/SMALL_images/train/COCO_train2014_000000374374.jpg,A girl is squatting down on a skateboard and a boy is standing up on a skateboard.
dataset/SMALL_images/train/COCO_train2014_000000234457.jpg,a bed that has three cats on top of it
dataset/SMALL_images/train/COCO_train2014_000000382630.jpg,A large long train on a steel track.
dataset/SMALL_images/train/COCO_train2014_000000251009.jpg,A man does a skateboard trick up a ramp
dataset/SMALL_images/train/COCO_train2014_000000352675.jpg,A small bird perched on top of a metal post.
dataset/SMALL_images/train/COCO_train2014_000000359519.jpg,A cat and a dog resting comfortably on a couch.
dataset/SMALL_images/train/COCO_train2014_000000050274.jpg,Four boys in a brick and dirt yard with one preparing to throw a disc.
dataset/SMALL_images/train/COCO_train2014_000000331224.jpg,there are many different vegetables on the table
dataset/SMALL_images/train/COCO_train2014_000000210077.jpg,The couple are preparing a meal in the kitchen.
dataset/SMALL_images/train/COCO_train2014_000000077159.jpg,A lone skier is on a mountain side near large pine trees that have snow on the branches.
dataset/SMALL_images/train/COCO_train2014_000000223754.jpg,The city has a lot of foot traffic during this time of day.
dataset/SMALL_images/train/COCO_train2014_000000024310.jpg,A woman standing in a living room holding a Wii controller.
dataset/SMALL_images/train/COCO_train2014_000000322215.jpg,A man wearing a religious hat on a cell phone with a drink
dataset/SMALL_images/train/COCO_train2014_000000119320.jpg,"A yellow lab with it's tongue out, laying with an empty plate."
dataset/SMALL_images/train/COCO_train2014_000000008356.jpg,A deep freezer with its door opened by a refrigerator.
dataset/SMALL_images/train/COCO_train2014_000000196503.jpg,this is a man feeding a baby giraffe with a bottle
dataset/SMALL_images/train/COCO_train2014_000000278183.jpg,A plate if a baked potato and beef steak with broccoli.
dataset/SMALL_images/train/COCO_train2014_000000492639.jpg,People crowd on a street in New York's Chinatown.
dataset/SMALL_images/train/COCO_train2014_000000058753.jpg,A hotel room with white sheets and modern decoration is lit by sunlight.
dataset/SMALL_images/train/COCO_train2014_000000327818.jpg,a young baseball player swinging a bat at a ball
dataset/SMALL_images/train/COCO_train2014_000000240485.jpg,Attractive women in white shirts eating healthy food.
dataset/SMALL_images/train/COCO_train2014_000000024289.jpg,A dog hangs his head out of the window of a car.
dataset/SMALL_images/train/COCO_train2014_000000341411.jpg,Pizza with mozzarella and spinach on a plate.
dataset/SMALL_images/train/COCO_train2014_000000086117.jpg,A woman tennis player getting ready to serve a tennis ball.
dataset/SMALL_images/train/COCO_train2014_000000520654.jpg,The children are all getting together at the event.
dataset/SMALL_images/train/COCO_train2014_000000147082.jpg,A group of people riding horses down the coast.
dataset/SMALL_images/train/COCO_train2014_000000062604.jpg,A cathedral with wooden pews and lighting throughout.
dataset/SMALL_images/train/COCO_train2014_000000441738.jpg,an image of video game accessories  on display
dataset/SMALL_images/train/COCO_train2014_000000485224.jpg,A man sits next to many bunches of bananas.
dataset/SMALL_images/train/COCO_train2014_000000051474.jpg,A bus pulls up next to a light pole.
dataset/SMALL_images/train/COCO_train2014_000000164346.jpg,A man on a skateboard skating on top of the slope.
dataset/SMALL_images/train/COCO_train2014_000000063820.jpg,a couple of planes are out on a runway
dataset/SMALL_images/train/COCO_train2014_000000511075.jpg,A white truck parked next to a parking meter.
dataset/SMALL_images/train/COCO_train2014_000000205270.jpg,a semi truck parked in front of a building
dataset/SMALL_images/train/COCO_train2014_000000419141.jpg,A dog inside a dark room looking outside of a window
dataset/SMALL_images/train/COCO_train2014_000000477563.jpg,People are sitting on bikes on a dock.
dataset/SMALL_images/train/COCO_train2014_000000064616.jpg,A cake fashioned to look like a train next to tiled wall.
dataset/SMALL_images/train/COCO_train2014_000000094885.jpg,Meal set out in different bowls placed on a tray.
dataset/SMALL_images/train/COCO_train2014_000000497125.jpg,A man walking down a street with an umbrella in the rain.
dataset/SMALL_images/train/COCO_train2014_000000020770.jpg,A man sitting with a surfboard next to a small dog.
dataset/SMALL_images/train/COCO_train2014_000000267435.jpg,Two men eating and drinking at the table.
dataset/SMALL_images/train/COCO_train2014_000000048665.jpg,Three satsumas and a banana arranged in the shape of a smiley face.
dataset/SMALL_images/train/COCO_train2014_000000367917.jpg,a black and white cat laying on a bed
dataset/SMALL_images/train/COCO_train2014_000000254660.jpg,a star bucks drink a book  and pastry on a table
dataset/SMALL_images/train/COCO_train2014_000000073567.jpg,A dog is laying on a bed with blankets.
dataset/SMALL_images/train/COCO_train2014_000000208433.jpg,A beach with a fishing boat out in the ocean
dataset/SMALL_images/train/COCO_train2014_000000273304.jpg,A group of fighter planes flying in formation.
dataset/SMALL_images/train/COCO_train2014_000000514232.jpg,A man in snow gear skiing in a park.
dataset/SMALL_images/train/COCO_train2014_000000566938.jpg,A group of cars in a parking lot with plane in the background.
dataset/SMALL_images/train/COCO_train2014_000000370805.jpg,A large waiting room filled with lots of people.
dataset/SMALL_images/train/COCO_train2014_000000434966.jpg,A photograph of a sandwich and the wrapping.
dataset/SMALL_images/train/COCO_train2014_000000002197.jpg,A bathroom that has a double sink with a full size mirror on the wall above it and a walk in shower in the next area.
dataset/SMALL_images/train/COCO_train2014_000000536842.jpg,This is an old-fashioned picture of people that are traveling.
dataset/SMALL_images/train/COCO_train2014_000000256540.jpg,A couple of men standing next to each other holding up instruments.
dataset/SMALL_images/train/COCO_train2014_000000073420.jpg,A Nintendo Wii box sitting in a car seat next to a bottle.
dataset/SMALL_images/train/COCO_train2014_000000203611.jpg,A white toilet bowl with red stuff in it
dataset/SMALL_images/train/COCO_train2014_000000387045.jpg,Some old people go for drinks at a pub.
dataset/SMALL_images/train/COCO_train2014_000000182746.jpg,Professional baseball player walking toward the batting box.
dataset/SMALL_images/train/COCO_train2014_000000368284.jpg,"a bathroom with a shower, toilet and shower curtain"
dataset/SMALL_images/train/COCO_train2014_000000201949.jpg,A teddy bear sits on a couch like a person.
dataset/SMALL_images/train/COCO_train2014_000000037126.jpg,Flash from camera glares in the mirror above the toilet
dataset/SMALL_images/train/COCO_train2014_000000456565.jpg,The girl is using her box to control the boat.
dataset/SMALL_images/train/COCO_train2014_000000186720.jpg,vintage photo of two men standing side by side
dataset/SMALL_images/train/COCO_train2014_000000112697.jpg,A dirty bathroom has a toilet and broken tub in it.
dataset/SMALL_images/train/COCO_train2014_000000108081.jpg,A paper plate with a piece of pizza on it.
dataset/SMALL_images/train/COCO_train2014_000000105469.jpg,two giraffes with there baby giraffe walking around
dataset/SMALL_images/train/COCO_train2014_000000128387.jpg,A red parrot perched on a tree limb with trees in the background.
dataset/SMALL_images/train/COCO_train2014_000000065643.jpg,People on motorbikes and in cars wait at a busy intersection.
dataset/SMALL_images/train/COCO_train2014_000000165921.jpg,A shiny metal sink filled with assorted fresh veggies.
dataset/SMALL_images/train/COCO_train2014_000000537986.jpg,Two women standing up in a room and using Wii video game remote controls.
dataset/SMALL_images/train/COCO_train2014_000000372122.jpg,An inquisitive cat is looking out the window
dataset/SMALL_images/train/COCO_train2014_000000396186.jpg,A woman taking a swing at a  tennis ball.
dataset/SMALL_images/train/COCO_train2014_000000080094.jpg,A dog that is wearing a festive hat.
dataset/SMALL_images/train/COCO_train2014_000000001774.jpg,A man is riding a skateboard on the pavement.
dataset/SMALL_images/train/COCO_train2014_000000565594.jpg,A young blonde girl holding up 2 cell phones.
dataset/SMALL_images/train/COCO_train2014_000000451985.jpg,A little path led to the ocean that has multiple sailboats in it.
dataset/SMALL_images/train/COCO_train2014_000000479066.jpg,A bottle of wine with a label showing two hands sits in front of a man at a table.
dataset/SMALL_images/train/COCO_train2014_000000297667.jpg,The blue toy seal is adorned with a hat.
dataset/SMALL_images/train/COCO_train2014_000000109427.jpg,A giraffe eats from the grass near large rocks on the ground.
dataset/SMALL_images/train/COCO_train2014_000000220399.jpg,"A box with a pizza covered in chess, olives and peppers."
dataset/SMALL_images/train/COCO_train2014_000000054806.jpg,a person at a table with a plate of pizza
dataset/SMALL_images/train/COCO_train2014_000000460226.jpg,A small microwave is shown on a kitchen table.
dataset/SMALL_images/train/COCO_train2014_000000306822.jpg,A laptop and mouse on top of a desk.
dataset/SMALL_images/train/COCO_train2014_000000251347.jpg,a big plane flying through the grey sky
dataset/SMALL_images/train/COCO_train2014_000000340727.jpg,A woman sitting at a table as she writes on a paper.
dataset/SMALL_images/train/COCO_train2014_000000211185.jpg,An old fashioned double decker bus is cruising the street.
dataset/SMALL_images/train/COCO_train2014_000000381605.jpg,There is a cat and a dog laying near each other.
dataset/SMALL_images/train/COCO_train2014_000000180672.jpg,A cat sitting on an organ looking out a window
dataset/SMALL_images/train/COCO_train2014_000000028875.jpg,a surfer in a wet suit is surfing on a white board
dataset/SMALL_images/train/COCO_train2014_000000558596.jpg,Black and white image of a car parked near a trail.
